"election_date","office_name","district_name","candidate_name","candidate_party_name","county_name","votes","is_winner","pct"
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Colfax",139,FALSE,3.1
"2002","Attorney General","New Mexico","Rob Perry","Republican","Curry",5134,TRUE,56
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Curry",3779,FALSE,41.2
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Curry",258,FALSE,2.8
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","De Baca",559,TRUE,66.2
"2002","Attorney General","New Mexico","Rob Perry","Republican","De Baca",263,FALSE,31.2
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","De Baca",22,FALSE,2.6
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Dona Ana",19325,TRUE,56.3
"2002","Attorney General","New Mexico","Rob Perry","Republican","Dona Ana",13551,FALSE,39.5
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Dona Ana",1465,FALSE,4.3
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Eddy",8010,TRUE,57.8
"2002","Attorney General","New Mexico","Rob Perry","Republican","Eddy",5526,FALSE,39.9
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Eddy",323,FALSE,2.3
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Grant",5442,TRUE,63.3
"2002","Attorney General","New Mexico","Rob Perry","Republican","Grant",2638,FALSE,30.7
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Grant",519,FALSE,6
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Guadalupe",1419,TRUE,76.4
"2002","Attorney General","New Mexico","Rob Perry","Republican","Guadalupe",412,FALSE,22.2
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Guadalupe",26,FALSE,1.4
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Harding",379,TRUE,62.2
"2002","Attorney General","New Mexico","Rob Perry","Republican","Harding",214,FALSE,35.1
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Harding",16,FALSE,2.6
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Hidalgo",1139,TRUE,67
"2002","Attorney General","New Mexico","Rob Perry","Republican","Hidalgo",520,FALSE,30.6
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Hidalgo",40,FALSE,2.4
"2002","Attorney General","New Mexico","Rob Perry","Republican","Lea",6219,TRUE,52.8
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Lea",5289,FALSE,44.9
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Lea",274,FALSE,2.3
"2002","Attorney General","New Mexico","Rob Perry","Republican","Lincoln",3052,TRUE,50.6
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Lincoln",2705,FALSE,44.9
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Lincoln",272,FALSE,4.5
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Los Alamos",4017,TRUE,50
"2002","Attorney General","New Mexico","Rob Perry","Republican","Los Alamos",3545,FALSE,44.1
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Los Alamos",478,FALSE,5.9
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Luna",3290,TRUE,59.8
"2002","Attorney General","New Mexico","Rob Perry","Republican","Luna",2020,FALSE,36.7
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Luna",189,FALSE,3.4
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","McKinley",9655,TRUE,73.9
"2002","Attorney General","New Mexico","Rob Perry","Republican","McKinley",2857,FALSE,21.9
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","McKinley",545,FALSE,4.2
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Mora",1611,TRUE,74.1
"2002","Attorney General","New Mexico","Rob Perry","Republican","Mora",486,FALSE,22.4
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Mora",76,FALSE,3.5
"2002","Attorney General","New Mexico","Rob Perry","Republican","Otero",6874,TRUE,50.1
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Otero",6393,FALSE,46.6
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Otero",443,FALSE,3.2
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Quay",2056,TRUE,59.4
"2002","Attorney General","New Mexico","Rob Perry","Republican","Quay",1319,FALSE,38.1
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Quay",88,FALSE,2.5
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Rio Arriba",7873,TRUE,77.9
"2002","Attorney General","New Mexico","Rob Perry","Republican","Rio Arriba",1757,FALSE,17.4
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Rio Arriba",476,FALSE,4.7
"2002","Attorney General","New Mexico","Rob Perry","Republican","Roosevelt",2241,TRUE,53
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Roosevelt",1831,FALSE,43.3
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Roosevelt",160,FALSE,3.8
"2002","Attorney General","New Mexico","Rob Perry","Republican","San Juan",13544,TRUE,49.1
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","San Juan",12804,FALSE,46.4
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","San Juan",1235,FALSE,4.5
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","San Miguel",6053,TRUE,78.1
"2002","Attorney General","New Mexico","Rob Perry","Republican","San Miguel",1349,FALSE,17.4
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","San Miguel",344,FALSE,4.4
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Sandoval",14392,TRUE,55.8
"2002","Attorney General","New Mexico","Rob Perry","Republican","Sandoval",10059,FALSE,39
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Sandoval",1329,FALSE,5.2
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Santa Fe",26913,TRUE,66.6
"2002","Attorney General","New Mexico","Rob Perry","Republican","Santa Fe",9085,FALSE,22.5
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Santa Fe",4401,FALSE,10.9
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Sierra",2311,TRUE,56.6
"2002","Attorney General","New Mexico","Rob Perry","Republican","Sierra",1603,FALSE,39.2
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Sierra",171,FALSE,4.2
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Socorro",3814,TRUE,65.2
"2002","Attorney General","New Mexico","Rob Perry","Republican","Socorro",1745,FALSE,29.8
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Socorro",295,FALSE,5
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Taos",6822,TRUE,73.9
"2002","Attorney General","New Mexico","Rob Perry","Republican","Taos",1526,FALSE,16.5
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Taos",882,FALSE,9.6
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Torrance",2292,TRUE,55.1
"2002","Attorney General","New Mexico","Rob Perry","Republican","Torrance",1637,FALSE,39.4
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Torrance",229,FALSE,5.5
"2002","Attorney General","New Mexico","Rob Perry","Republican","Union",754,TRUE,49.4
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Union",735,FALSE,48.1
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Union",38,FALSE,2.5
"2002","Attorney General","New Mexico","Patricia A. Madrid","Democratic","Valencia",9794,TRUE,59.7
"2002","Attorney General","New Mexico","Rob Perry","Republican","Valencia",5976,FALSE,36.4
"2002","Attorney General","New Mexico","Ann Tyner Gleason","Green","Valencia",649,FALSE,4
"2002","Governor","New Mexico","Bill Richardson","Democratic","Bernalillo",87295,TRUE,54.2
"2002","Governor","New Mexico","John A. Sanchez","Republican","Bernalillo",63853,FALSE,39.6
"2002","Governor","New Mexico","David E. Bacon","Green","Bernalillo",10006,FALSE,6.2
"2002","Governor","New Mexico","John A. Sanchez","Republican","Catron",1069,TRUE,64.6
"2002","Governor","New Mexico","Bill Richardson","Democratic","Catron",499,FALSE,30.1
"2002","Governor","New Mexico","David E. Bacon","Green","Catron",88,FALSE,5.3
"2002","Governor","New Mexico","John A. Sanchez","Republican","Chaves",7802,TRUE,52.8
"2002","Governor","New Mexico","Bill Richardson","Democratic","Chaves",6584,FALSE,44.5
"2002","Governor","New Mexico","David E. Bacon","Green","Chaves",400,FALSE,2.7
"2002","Governor","New Mexico","Bill Richardson","Democratic","Cibola",3699,TRUE,67
"2002","Governor","New Mexico","John A. Sanchez","Republican","Cibola",1688,FALSE,30.6
"2002","Governor","New Mexico","David E. Bacon","Green","Cibola",138,FALSE,2.5
"2002","Governor","New Mexico","Bill Richardson","Democratic","Colfax",2926,TRUE,63
"2002","Governor","New Mexico","John A. Sanchez","Republican","Colfax",1569,FALSE,33.8
"2002","Governor","New Mexico","David E. Bacon","Green","Colfax",148,FALSE,3.2
"2002","Governor","New Mexico","Bill Richardson","Democratic","Curry",4851,TRUE,52.2
"2002","Governor","New Mexico","John A. Sanchez","Republican","Curry",4182,FALSE,45
"2002","Governor","New Mexico","David E. Bacon","Green","Curry",268,FALSE,2.9
"2002","Governor","New Mexico","Bill Richardson","Democratic","De Baca",455,TRUE,52.9
"2002","Governor","New Mexico","John A. Sanchez","Republican","De Baca",389,FALSE,45.2
"2002","Governor","New Mexico","David E. Bacon","Green","De Baca",16,FALSE,1.9
"2002","Governor","New Mexico","Bill Richardson","Democratic","Dona Ana",20153,TRUE,57.8
"2002","Governor","New Mexico","John A. Sanchez","Republican","Dona Ana",13392,FALSE,38.4
"2002","Governor","New Mexico","David E. Bacon","Green","Dona Ana",1315,FALSE,3.8
"2002","Governor","New Mexico","John A. Sanchez","Republican","Eddy",6844,TRUE,49
"2002","Governor","New Mexico","Bill Richardson","Democratic","Eddy",6758,FALSE,48.4
"2002","Governor","New Mexico","David E. Bacon","Green","Eddy",373,FALSE,2.7
"2002","Governor","New Mexico","Bill Richardson","Democratic","Grant",4947,TRUE,56.7
"2002","Governor","New Mexico","John A. Sanchez","Republican","Grant",3179,FALSE,36.4
"2002","Governor","New Mexico","David E. Bacon","Green","Grant",598,FALSE,6.9
"2002","Governor","New Mexico","Bill Richardson","Democratic","Guadalupe",1283,TRUE,67.8
"2002","Governor","New Mexico","John A. Sanchez","Republican","Guadalupe",578,FALSE,30.6
"2002","Governor","New Mexico","David E. Bacon","Green","Guadalupe",30,FALSE,1.6
"2002","Governor","New Mexico","Bill Richardson","Democratic","Harding",356,TRUE,57.5
"2002","Governor","New Mexico","John A. Sanchez","Republican","Harding",253,FALSE,40.9
"2002","Governor","New Mexico","David E. Bacon","Green","Harding",10,FALSE,1.6
"2002","Governor","New Mexico","Bill Richardson","Democratic","Hidalgo",1098,TRUE,62.8
"2002","Governor","New Mexico","John A. Sanchez","Republican","Hidalgo",609,FALSE,34.8
"2002","Governor","New Mexico","David E. Bacon","Green","Hidalgo",41,FALSE,2.3
"2002","Governor","New Mexico","Bill Richardson","Democratic","Lea",5848,TRUE,48.7
"2002","Governor","New Mexico","John A. Sanchez","Republican","Lea",5845,FALSE,48.7
"2002","Governor","New Mexico","David E. Bacon","Green","Lea",317,FALSE,2.6
"2002","Governor","New Mexico","John A. Sanchez","Republican","Lincoln",3303,TRUE,53.8
"2002","Governor","New Mexico","Bill Richardson","Democratic","Lincoln",2575,FALSE,42
"2002","Governor","New Mexico","David E. Bacon","Green","Lincoln",257,FALSE,4.2
"2002","Governor","New Mexico","John A. Sanchez","Republican","Los Alamos",4097,TRUE,49.8
"2002","Governor","New Mexico","Bill Richardson","Democratic","Los Alamos",3612,FALSE,43.9
"2002","Governor","New Mexico","David E. Bacon","Green","Los Alamos",523,FALSE,6.4
"2002","Governor","New Mexico","Bill Richardson","Democratic","Luna",3090,TRUE,55.5
"2002","Governor","New Mexico","John A. Sanchez","Republican","Luna",2259,FALSE,40.6
"2002","Governor","New Mexico","David E. Bacon","Green","Luna",220,FALSE,4
"2002","Governor","New Mexico","Bill Richardson","Democratic","McKinley",10137,TRUE,74.9
"2002","Governor","New Mexico","John A. Sanchez","Republican","McKinley",2970,FALSE,22
"2002","Governor","New Mexico","David E. Bacon","Green","McKinley",420,FALSE,3.1
"2002","Governor","New Mexico","Bill Richardson","Democratic","Mora",1604,TRUE,69.9
"2002","Governor","New Mexico","John A. Sanchez","Republican","Mora",622,FALSE,27.1
"2002","Governor","New Mexico","David E. Bacon","Green","Mora",68,FALSE,3
"2002","Governor","New Mexico","John A. Sanchez","Republican","Otero",7605,TRUE,54.5
"2002","Governor","New Mexico","Bill Richardson","Democratic","Otero",5911,FALSE,42.3
"2002","Governor","New Mexico","David E. Bacon","Green","Otero",444,FALSE,3.2
"2002","Governor","New Mexico","Bill Richardson","Democratic","Quay",2149,TRUE,61.3
"2002","Governor","New Mexico","John A. Sanchez","Republican","Quay",1267,FALSE,36.2
"2002","Governor","New Mexico","David E. Bacon","Green","Quay",88,FALSE,2.5
"2002","Governor","New Mexico","Bill Richardson","Democratic","Rio Arriba",7281,TRUE,70.5
"2002","Governor","New Mexico","John A. Sanchez","Republican","Rio Arriba",2608,FALSE,25.2
